region;departement;ville;adresse_gare;message_conjoncturel;horaire_guichet;nom_arret;codeuic;type_arret;presence_distributeur_billet;information_acessibilite_pmr;info;presence_metro;info_metro;presence_tramway;info_tramway;presence_bus;info_bus;presence_navette;info_navette;presence_cars;info_complementaire_presence_cars;presence_navette_fluviale;info_navette_fluviale;info_autopartage;presence_parking_velo;presence_parking_moto;presence_parking;info_covoiturage;presence_taxi;info_taxi;info_ligne_ter;lien_info_ligne_ter
bretagne;Ille et Vilaine;La Gouesnière;"Inauguration de la halte ferroviaire le mardi 29 septembre 2009 ; c'est une halte rénovée offrant confort et accessibilité.
Cliquez-ici pour connaître le Communiqué de presse.

Gare la plus proche : St Malo";;;13 - Rennes Montreuil Dol de Bretagne Saint-Malo;87478099;Halte Ferroviaire;non;;"le réseau ""Kéolis St Malo Agglomération""
ligne 16 Châteauneuf d'Ille et Vilaine - Cancale";non;;non;;non;;;;;;;;;non;;oui;;non;;;
bretagne;Ille et Vilaine;Le Theil de Bretagne;Gare la plus proche : Janzé ou Retiers.;;;09 - Rennes Châteaubriant;87471342;Halte Ferroviaire;non;;;non;;non;;non;;;;;;;;;non;;non;;non;;;
midi_pyrenees;gares;LA MONGIE;;;;934 Tarbes - Bagnères - La Mongie;87679902;Arrêt Routier;non;;;non;;non;;non;;;;;;;;;non;;non;;non;;;
midi_pyrenees;gares;LARDENNE;;;;21 - Toulouse - Colomiers - Auch;87611939;Halte Ferroviaire;oui;"Rampe d'accès pour les personnes en situation de handicap
Bande d'éveil pour les personnes non voyantes";;oui;http://www.tisseo.fr/;non;;oui;"http://www.haute-garonne.fr/bus.asp
http://www.tisseo.fr/";;;;;;;;non;;NC;;oui;http://www.taxis-toulouse.fr/;;
midi_pyrenees;gares;LAVAL DE CERE;46130 Laval de Cère;;;38 - Brive - St-Denis-pres-Martel  Aurillac;87594796;Halte Ferroviaire;non;Passage plancher;;non;;non;;NC;;;;;;;;;non;;oui;;NC;;;
midi_pyrenees;gares;LE FAUGA;;;;36 - Longages-Noe - St-Sulpice-sur-Leze;87611046;Halte Ferroviaire;non;;;non;;non;;oui;http://www.haute-garonne.fr/bus.asp?sX_Menu_selectedID=m4_51B46161;;;;;;;;non;;NC;;NC;;;
midi_pyrenees;gares;LISLE SUR TARN;"La gare
81310 L'isle sur Tarn";;"Gare et guichet :Du lundi au vendredi : 06:25 - 13:40 
Fermeture les samedi dimanche et jours fériés";02 - Toulouse - Albi - Rodez;87615310;Gare;oui;Passage plancher, passerelle, rampe d'accès mobile;Plan de la ligne Toulouse Albi RodezPArking : 50 places;non;;non;;oui;http://tarnbus.tarn.fr/;;;Oui;;;;;non;;oui;;oui;http://www.taxi.fr/taxi/tarn/;;
midi_pyrenees;gares;LOURDES;"33 avenue de la gare
65100 LOURDESToutes les infos en direct sur la gare de Lourdes";;Tous les jours 07:05 - 18:30;24 - Toulouse - Tarbes - Lourdes - Pau;87671339;Gare;oui;"Gare offrant les services d'ACCES PLUS pour les personnes handicapéesAccueil handicapés :
- A droite,dans le hall de la gare prés de l'espace unique de ventes.
- Le burau du Chef d'ESCALE est situé à droite sur le quai N°1.
- Services Acces plus Tél:0890 640 650, 1 Fax: 0825 825 957 ou internet: www.accesplus.sncf.com courriel:accesplus@sncf.fr
La personne handicapée doit se présenter 30 minutes avant le départ de son train";- Plan de la ligne ferroviaire Toulouse - Lourdes - Tarbes - Pau- Plan de situation - pôle d'échanges multimodaux (trains, bus, taxi, ...);non;;non;;oui;http://www.lourdes.fr/;;;Oui;;;;;oui;;oui;;oui;http://www.taxi.fr/taxi/lourdes;;
midi_pyrenees;gares;LOURES-BARBAZAN;65310 Loures Barouse;;;26 - Toulouse - (Tarbes) - Montrejeau - Luchon;87611178;Halte Ferroviaire;non;;;non;;non;;NC;;;;;;;;;non;;non;;non;;;
midi_pyrenees;gares;LUZ-ST-SAUVEUR;;;;935 Lourdes - Barèges - Cauterets;87666834;Arrêt Routier;non;;;non;;non;;non;;;;;;;;;non;;non;;non;;;
midi_pyrenees;gares;MAZAMET;"Avenue Charles Sabatié
81200 Mazamet";;"Gare :Du lundi au vendredi : 05:05 - 20:40Samedi et dimanche : 07:05 - 22:40Guichet :Du lundi au vendredi : 09:15 - 12:00 &amp; 14:00 - 18:30Samedi : 09:45 - 13:25 &amp; 14:10 - 19:40Dimanche : 10:45 - 12:25 &amp; 14:10 - 19:40";941 Mazamet-Toulouse;87615542;Gare;oui;Gare offrant le service ACCESS+;Plan de la ligne de Toulouse Castres Mazamet Parking : 30 places;non;;non;;oui;"http://www.libellus.org/
http://tarnbus.tarn.fr/index.php?id=2743";Non;;Oui;;Non;;;oui;;oui;;oui;taxi libellus : numéro Azur 0 810 140 140;;
midi_pyrenees;gares;MILLAU;"Rue belfort
12100 Millau";;Gare :Tous les jours de 05:35 à 22:30Guichet :Tous les jours de 05:45 à 21:05;913 Rodez-Millau;83001;Gare;non;Gare offrant les services d'ACCES PLUS  pour les personnes handicapées;- Plan de situation - pôle échanges intermodaux (bus, trains, ...)- Plan de la ligne ferriviaire Toulouse - Albi - Rodez - Millau;non;;non;;NC;;Non;;Oui;;Non;;;non;;non;;NC;;;
midi_pyrenees;gares;MONTAUBAN;"Place de la gare
Villebourbon
82000 Montauban Villebourbon";;Gare :Du lundu au jeudi : 05:00 - 00:10Vendredi : 05:00 - 01:00Samedi et dimanche : 05:00 - 00:10Guichet :Lundi : 06:25 - 19:20Du mardi au samedi : 06:55 - 19:20Dimanche : 07:55 - 20:20;914 Rodez-Montauban;87611244;Gare;oui;Gare offrant les services d'ACCES PLUS  pour les personnes handicapées;"- Plan de la ligne ferroviaire Toulouse - montauban - Cahors - Brive
- Plan de la ligne ferroviaire Toulouse Montauban Agen
- Plan de situation - pôle d'échange multimodal (train, bus, taxi, ...)";non;;non;;oui;"http://www.cg82.fr/
http://telechargement.ter-sncf.com/Images/Midi_Pyrenees/Tridion/lignes_bus_Montauban_tcm-25-43524.pdf";Non;;Oui;;Non;;;oui;;oui;;oui;http://www.montauban.com/Infos_pratiques/Comment_se_deplacer-42.html#taxi;;
midi_pyrenees;gares;MONTBARTIER;;;;15 - Toulouse - Grisolles - Montauban;87611699;Halte Ferroviaire;oui;;;non;;non;;NC;http://www.cg82.fr/?page=transports;;;;;;;;non;;NC;;NC;;;
midi_pyrenees;gares;MONTPEZAT;;;;14 - Toulouse - Montauban - Brive;87613331;Halte Ferroviaire;non;;;non;;non;;non;;;;;;;;;non;;non;;non;;;
midi_pyrenees;gares;MONTREJEAU-GOURDAN-POLIGNAN;31210 MONTREJEAU;;"Gare :Du lundi au vendredi : 05:15 - 22:30Samedi et dimanche : 05:15 - 22:50Guichet :Lundi : 05:20 - 12:50 &amp; 13:30 - 19:20 
Mardi au Vendredi 06:00 - 13:10 &amp; 13:30 - 19:20
Samedi 09:15 - 12:15 &amp; 14:30 - 19:15
Dimanche et jours fériés 10:05 - 12:15 &amp; 14:15 - 19:40";26 - Toulouse - (Tarbes) - Montrejeau - Luchon;87611152;Gare;oui;Gare offrant les services d'ACCES PLUS  pour les personnes handicapées;Parking : 63 placesConsultez le plan de la ligne Toulouse - Boussens - St Gaudens - Montréjeau - Tarbes;non;;non;;oui;"http://www.haute-garonne.fr/bus.asp?sX_Menu_selectedID=m4_51B46161
http://www.le65.com/annuaire/autocar-p1-150.html";;;Oui;;;;;oui;;oui;;non;;;
midi_pyrenees;gares;NAUCELLE;"route de la gare
12800 NAUCELLE";;"Gare :Du lundi au vendredi : 06:30 - 21:50Samedi : 07:10 - 13:30 &amp; 14:30 - 22:05Dimanche : 07:40 - 13:30 &amp; 14:30 - 22:05Guichet :Du lundi au vendredi : 06:30 - 13:45 &amp; 14:25 - 21:40Samedi : 07:10 - 13:30 &amp; 14:30 - 21:40Dimanche : 07:40 - 13:30 &amp; 14:30 - 21:40";02 - Toulouse - Albi - Rodez;87615732;Gare;non;"Pas de service ""personnes handicapées"".
Pour bénéficier d'une prise en charge, veuillez vous rendre en gare de CARMAUX ou RODEZ
Gare non équipée pour les personnes handicapées moteur";;non;;non;;non;;;;Non;;;;;non;;non;;non;;;
midi_pyrenees;gares;PAMIERS;"La Gare
09100 Pamiers";;"Gare :Tous les jours : 05:10 - 22:40Guichet :Lundi : 05:55 - 19:40Du mardi au vendredi : 08:30 - 19:40Samedi : 08:15 - 19:40Dimanche : 08:10 - 13:10 &amp; 15:00  - 19:40";947 Ax-les-Thermes-FoixToulouse;87611343;Gare;oui;Gare offrant les services d'ACCES PLUS  pour les personnes handicapées;Parking : 85 placesPlan de la ligne Toulouse Foix latour de carol,;non;;non;;oui;Réseau routier régional : à proximité immédiate - Ligne 940 Toulouse-Pamiers-Lavelanet / Ligne 947 Toulouse-Ax les Thermes;Non;;Oui;;Non;;;oui;;oui;;oui;"Tête de Station de taxi cour de la gare
N° de téléphone France Télécom 05 61 67 19 89";;
midi_pyrenees;gares;PAU;"Gare de la région Aquitaine
- Consultez la fiche gare";;;24 - Toulouse - Tarbes - Lourdes - Pau;72006;Gare;oui;Tous les services;Toutes les infos en temps réel sur votre gare;non;;non;Féniculaire qui part de la gare et monte en centre ville sur le plateau des Pyrénées;oui;;;;;;;;;oui;;oui;;oui;;;
midi_pyrenees;gares;POMMEVIC;;;;16 - Toulouse - Agen - Bordeaux;87618058;Halte Ferroviaire;non;;;non;;non;;oui;Ligne de cars départementale;;;;;;;;non;;non;;non;;;
midi_pyrenees;gares;RABASTENS COUFFOULEUX;Avenue de la gare81800 Coufouleux;;"Le lundi de 06:35 à 13:50 &amp; du mardi au vendredi de 07:05 à 14:20";02 - Toulouse - Albi - Rodez;87615328;Gare;oui;Equipements : rampe d'accès et passage plancher;Parking : 78 places;non;;non;;oui;http://tarnbus.tarn.fr/;;;Oui;;;;;oui;;oui;;NC;;;
midi_pyrenees;gares;RODEZ;"Avenue du Maréchal Joffre
12000 Rodez";;"Gare :Tous les jours : 05:05 - 01:00Guichet :Du lundi au samedi  : 06:15 - 18:30 &amp; 19:30 - 22:20Dimanche et fêtes : 10:00 - 12:20 &amp; 14:00 - 18:30 &amp; 19:45 - 20:30";02 - Toulouse - Albi - Rodez;87613422;Gare;oui;Gare offrant les services d'ACCES PLUS pour les personnes handicapées;"- Plan de situation - pôle échange multimodal (bus, trains, ...)Parking : 95 placesLes offres ferroviaires :
- Paris-Austerlitz 1 aller-retour quotidien avec Lunéa. 
- Clermont-Ferrand. Plusieurs allers-retours en TER en passant par Séverac-le-Château.
- Millau Trois trajets quotidiens au départ de Rodez";non;;non;;oui;http://www.grand-rodez.com/fr/guides/annuaires_pratiques/guide_transports.php;;;Oui;A proximité immédiate : Ligne TAD-TER8 Rodez-Nuces;;;;oui;;oui;;oui;;;
midi_pyrenees;gares;RODEZ;"Avenue du Maréchal Joffre
12000 Rodez";;"Gare :Tous les jours : 05:05 - 01:00Guichet :Du lundi au samedi  : 06:15 - 18:30 &amp; 19:30 - 22:20Dimanche et fêtes : 10:00 - 12:20 &amp; 14:00 - 18:30 &amp; 19:45 - 20:30";911 Rodez-Cahors;87613422;Gare;oui;Gare offrant les services d'ACCES PLUS pour les personnes handicapées;"- Plan de situation - pôle échange multimodal (bus, trains, ...)Parking : 95 placesLes offres ferroviaires :
- Paris-Austerlitz 1 aller-retour quotidien avec Lunéa. 
- Clermont-Ferrand. Plusieurs allers-retours en TER en passant par Séverac-le-Château.
- Millau Trois trajets quotidiens au départ de Rodez";non;;non;;oui;http://www.grand-rodez.com/fr/guides/annuaires_pratiques/guide_transports.php;;;Oui;A proximité immédiate : Ligne TAD-TER8 Rodez-Nuces;;;;oui;;oui;;oui;;;
midi_pyrenees;gares;ROQUESERIERE-BUZET;;;;01 - Toulouse - St-Sulpice-Tarn;87615351;Halte Ferroviaire;non;;;non;;non;;non;;;;;;;;;non;;non;;non;;;
midi_pyrenees;gares;SAINT JORY;31790 St Jory;;;15 - Toulouse - Grisolles - Montauban;87611657;Halte Ferroviaire;oui;Pas de service de prise en charge, le client doit, se rendre en gare de MONTAUBAN ou TOULOUSE pour être pris en charge;;non;;non;;oui;Lignes routières de la Haute Garonne;;;;;;;;oui;;oui;;oui;http://www.taxi.fr/haute-garonne/;;
midi_pyrenees;gares;SAINT-PAUL-CAP-DE-JOUX;;;;17 - Toulouse - Castres - Mazamet;87165944;Arrêt Routier;non;;;non;;non;;non;;;;;;;;;non;;non;;non;;;
midi_pyrenees;gares;SAINT SULPICE SUR TARN;"Avenue Rhin et Danube
81370 St Sulpice sur Tarn";;"Gare :Du lundi au vendredi : 06:00 - 19:45Samedi : 09:35 - 13:05 &amp; 14:00 - 18:15Dimanche et fêtes : 14:15 - 20:45Guichet :Lundi : 06:00 - 12:25 &amp; 12:55 - 19:25Mardi au vendredi : 06:50 - 11:30 &amp; 12:00 - 19:25Samedi : 10:00 - 13:05 &amp; 14:05 - 18:00Dimanche et fêtes : 14:40 - 20:00";05 - Rodez - Figeac - Brive;87615344;Gare;oui;Gare offrant les services d'ACCES PLUS  pour les personnes handicapées;"Parking : 170 placesTrain + vélo : A St Sulpice, un endroit sûr pour votre vélo
Pour en savoir plusVotre panier fracheur vous attend en gare de St Sulpice !
Pour plus d'info ou commander votre panier à St Sulpice";non;;non;;oui;http://tarnbus.tarn.fr/;;;Oui;;;;;oui;;oui;;non;;;
midi_pyrenees;gares;SALLES-COURBATIERS;12260 Salles Courbatiers;;Gare :Du lundi au vendredi : 06:05 - 20:40Samedi et dimanche : 10:10 - 19:30;05 - Rodez - Figeac - Brive;87613877;Halte Ferroviaire;non;Passage plancher;;non;;non;;oui;Lignes routières départementales;;;Oui;;;;;non;;oui;;NC;;;
midi_pyrenees;gares;SAVERDUN;"Avenue de la Gare
Saverdun sur Garonne";;"Gare :Du lundi au vendredi : 06:15 - 22:10Samedi et dimanche : 06:40 - 12:00 &amp; 13:20 - 19:30Guichet :Du lundi au vendredi : 06:15 - 13:25 &amp; 15:00 - 19:25Samedi et dimanche : 06:30 - 11:30 &amp; 13:55 - 19:30 
Samedi 06:30 - 11:30 &amp; 13:55 - 19:30
Dimanche et jours fériés 06:30 - 11:30 &amp; 13:55 - 19:30";22 - Toulouse - Foix - Latour-de-Carol;87611368;Gare;oui;Equipement adapté : passage placher, rampe d'accès;;non;;non;;oui;http://www.haute-garonne.fr/accueil_univers.asp?sX_Menu_selectedID=m1Reste_4A143F6E;;;Oui;;;;;oui;;oui;;NC;;;
midi_pyrenees;gares;SOUILLAC;"LA GARE
46200 Souillac (Lot)";;Gare et guichet :Du lundi au jeudi : 04:00 - 22:00Du vendredi au dimanche : 04:00 - 01:20;09 - Souillac - St-Denis-Près-Martel;87594333;Gare;non;Gare offrant les services d'ACCES PLUS pour les personnes handicapées;Plan de la ligne Toulouse Montauban cahors;non;;non;;oui;Minibus en ville;;;Oui;;;;;non;;oui;;non;;;
midi_pyrenees;gares;TARBES;"Toutes les infos en direct de la gare sur gares en mouvement25, avenue Maréchal Joffre
65000 TARBES";;Gare :Du lundi au jeudi : 04:45 - 00:00Vendredi : 04:45 - 02:00Samedi : 04:45 - 00:00Dimanche : 05:15 - 00:00Guichet :Lundi : 06:30 - 20:40Du mardi au jeudi : 07:00 - 20:40Vendredi : 07:00 - 21:00Samedi : 07:00 - 19:25Dimanche : 07:00 - 21:00;27-Lannemezan - Tarbes.;;Gare;oui;"Gare offrant les services d'ACCES PLUS pour les personnes handicapéesService Accès Plus:0890 640 650 puis 1.
accueil des voyageurs au bureau accueil dans le hall de la gare.
Courriel:accesplus@sncf.fr
Tel : 0 890 640 650
FAX accès plus:0825 825 957
La personne handicapée doit se présenter 30 minutes avant le départ de son trainFauteuils roulants";"- Plan de la ligne ferroviaire Toulouse - tarbes- Plan de situation de la gare et du pôle d'échange multimodal- Nos partenaires de transport à Tarbes :
    - Transbigorre - Direction des Routes et Transports - Mission Transports - 11 rue Gaston Manent - B.P 1324 - 65013 Tarbes Cedex- tél : 0800 65 65 00 (appel gratuit)
    - Alezan - Rue Jean Loup Chrétien - 65 000 Tarbes - Tél : 05 62 93 13 93";non;;non;;oui;réseau urbain de Tarbes;Oui;;Oui;;Non;;;oui;;oui;;oui;http://www.le65.com/annuaire/taxi-p1-154.html;;
midi_pyrenees;gares;TARBES;"Toutes les infos en direct de la gare sur gares en mouvement25, avenue Maréchal Joffre
65000 TARBES";;Gare :Du lundi au jeudi : 04:45 - 00:00Vendredi : 04:45 - 02:00Samedi : 04:45 - 00:00Dimanche : 05:15 - 00:00Guichet :Lundi : 06:30 - 20:40Du mardi au jeudi : 07:00 - 20:40Vendredi : 07:00 - 21:00Samedi : 07:00 - 19:25Dimanche : 07:00 - 21:00;936 Tarbes - Riscle - Mont-de-Marsan;;Gare;oui;"Gare offrant les services d'ACCES PLUS pour les personnes handicapéesService Accès Plus:0890 640 650 puis 1.
accueil des voyageurs au bureau accueil dans le hall de la gare.
Courriel:accesplus@sncf.fr
Tel : 0 890 640 650
FAX accès plus:0825 825 957
La personne handicapée doit se présenter 30 minutes avant le départ de son trainFauteuils roulants";"- Plan de la ligne ferroviaire Toulouse - tarbes- Plan de situation de la gare et du pôle d'échange multimodal- Nos partenaires de transport à Tarbes :
    - Transbigorre - Direction des Routes et Transports - Mission Transports - 11 rue Gaston Manent - B.P 1324 - 65013 Tarbes Cedex- tél : 0800 65 65 00 (appel gratuit)
    - Alezan - Rue Jean Loup Chrétien - 65 000 Tarbes - Tél : 05 62 93 13 93";non;;non;;oui;réseau urbain de Tarbes;Oui;;Oui;;Non;;;oui;;oui;;oui;http://www.le65.com/annuaire/taxi-p1-154.html;;
midi_pyrenees;gares;TESSONNIERES;81600 Tessonières;;Gare :Du lundi au vendredi : 05:15 - 22:50Samedi et dimanche : 06:10 - 22:50;03 - Toulouse - Figeac - Aurillac;87615245;Halte Ferroviaire;non;;;non;;non;;oui;Lignes routières régionales;;;Oui;;;;;non;;oui;;NC;;;
midi_pyrenees;gares;TOULOUSE MATABIAU;"Bd Pierre Sémard
31000 Toulouse";;Toulouse Matabiau : retrouvez toutes les informations sur le site de gares en mouvement;01 - Toulouse - St-Sulpice-Tarn;87611004;Gare;oui;Gare offrant les services d'ACCES PLUS pour les personnes handicapées;"- Plan de situation de la gare et du pôle d'échange multimodal (bus, taxi, métro, ...)- Nos partenaires de transports :
    - Réseau Arc-en-Ciel - Régie Départementale des Transports - 68-70 boulevard Pierre Sémard - 31500 Toulouse  - tél : 05 34 33 32 31
    - Tisséo- SMTC - 7, esplanade Compans Caffarelli - BP 61  31902 Toulouse CEDEX 9  - Tél : 05 67 67 80 80";oui;http://www.tisseo.fr;non;;oui;http://www.tisseo.fr;;;;;;;;oui;;oui;;oui;http://www.toulouse.fr/cadre-vie/transports/en-commun/les-taxis-toulousains;"Cette gare est équipée d'un hotspot Wifi.
Cette gare a reçu le label NF Services, délivré par l'AFNOR, pour sa qualité et son amélioration.
Cette gare est équipée de 2 défibrillateurs
Un défibrillateur situé à l'accueil dans le Hall des départs
Un défibrillateur situé à côté de la salle d'attente dans le Hall des arrivées";
midi_pyrenees;gares;TOULOUSE MATABIAU;"Bd Pierre Sémard
31000 Toulouse";;Toulouse Matabiau : retrouvez toutes les informations sur le site de gares en mouvement;17 - Toulouse - Castres - Mazamet;87611004;Gare;oui;Gare offrant les services d'ACCES PLUS pour les personnes handicapées;"- Plan de situation de la gare et du pôle d'échange multimodal (bus, taxi, métro, ...)- Nos partenaires de transports :
    - Réseau Arc-en-Ciel - Régie Départementale des Transports - 68-70 boulevard Pierre Sémard - 31500 Toulouse  - tél : 05 34 33 32 31
    - Tisséo- SMTC - 7, esplanade Compans Caffarelli - BP 61  31902 Toulouse CEDEX 9  - Tél : 05 67 67 80 80";oui;http://www.tisseo.fr;non;;oui;http://www.tisseo.fr;;;;;;;;oui;;oui;;oui;http://www.toulouse.fr/cadre-vie/transports/en-commun/les-taxis-toulousains;"Cette gare est équipée d'un hotspot Wifi.
Cette gare a reçu le label NF Services, délivré par l'AFNOR, pour sa qualité et son amélioration.
Cette gare est équipée de 2 défibrillateurs
Un défibrillateur situé à l'accueil dans le Hall des départs
Un défibrillateur situé à côté de la salle d'attente dans le Hall des arrivées";
midi_pyrenees;gares;TOULOUSE MATABIAU;"Bd Pierre Sémard
31000 Toulouse";;Toulouse Matabiau : retrouvez toutes les informations sur le site de gares en mouvement;24 - Toulouse - Tarbes - Lourdes - Pau;87611004;Gare;oui;Gare offrant les services d'ACCES PLUS pour les personnes handicapées;"- Plan de situation de la gare et du pôle d'échange multimodal (bus, taxi, métro, ...)- Nos partenaires de transports :
    - Réseau Arc-en-Ciel - Régie Départementale des Transports - 68-70 boulevard Pierre Sémard - 31500 Toulouse  - tél : 05 34 33 32 31
    - Tisséo- SMTC - 7, esplanade Compans Caffarelli - BP 61  31902 Toulouse CEDEX 9  - Tél : 05 67 67 80 80";oui;http://www.tisseo.fr;non;;oui;http://www.tisseo.fr;;;;;;;;oui;;oui;;oui;http://www.toulouse.fr/cadre-vie/transports/en-commun/les-taxis-toulousains;"Cette gare est équipée d'un hotspot Wifi.
Cette gare a reçu le label NF Services, délivré par l'AFNOR, pour sa qualité et son amélioration.
Cette gare est équipée de 2 défibrillateurs
Un défibrillateur situé à l'accueil dans le Hall des départs
Un défibrillateur situé à côté de la salle d'attente dans le Hall des arrivées";
midi_pyrenees;gares;TOULOUSE MATABIAU;"Bd Pierre Sémard
31000 Toulouse";;Toulouse Matabiau : retrouvez toutes les informations sur le site de gares en mouvement;940 Lavelanet-Toulouse;87611004;Gare;oui;Gare offrant les services d'ACCES PLUS pour les personnes handicapées;"- Plan de situation de la gare et du pôle d'échange multimodal (bus, taxi, métro, ...)- Nos partenaires de transports :
    - Réseau Arc-en-Ciel - Régie Départementale des Transports - 68-70 boulevard Pierre Sémard - 31500 Toulouse  - tél : 05 34 33 32 31
    - Tisséo- SMTC - 7, esplanade Compans Caffarelli - BP 61  31902 Toulouse CEDEX 9  - Tél : 05 67 67 80 80";oui;http://www.tisseo.fr;non;;oui;http://www.tisseo.fr;;;;;;;;oui;;oui;;oui;http://www.toulouse.fr/cadre-vie/transports/en-commun/les-taxis-toulousains;"Cette gare est équipée d'un hotspot Wifi.
Cette gare a reçu le label NF Services, délivré par l'AFNOR, pour sa qualité et son amélioration.
Cette gare est équipée de 2 défibrillateurs
Un défibrillateur situé à l'accueil dans le Hall des départs
Un défibrillateur situé à côté de la salle d'attente dans le Hall des arrivées";
midi_pyrenees;gares;TOULOUSE MATABIAU;"Bd Pierre Sémard
31000 Toulouse";;Toulouse Matabiau : retrouvez toutes les informations sur le site de gares en mouvement;947 Ax-les-Thermes-FoixToulouse;87611004;Gare;oui;Gare offrant les services d'ACCES PLUS pour les personnes handicapées;"- Plan de situation de la gare et du pôle d'échange multimodal (bus, taxi, métro, ...)- Nos partenaires de transports :
    - Réseau Arc-en-Ciel - Régie Départementale des Transports - 68-70 boulevard Pierre Sémard - 31500 Toulouse  - tél : 05 34 33 32 31
    - Tisséo- SMTC - 7, esplanade Compans Caffarelli - BP 61  31902 Toulouse CEDEX 9  - Tél : 05 67 67 80 80";oui;http://www.tisseo.fr;non;;oui;http://www.tisseo.fr;;;;;;;;oui;;oui;;oui;http://www.toulouse.fr/cadre-vie/transports/en-commun/les-taxis-toulousains;"Cette gare est équipée d'un hotspot Wifi.
Cette gare a reçu le label NF Services, délivré par l'AFNOR, pour sa qualité et son amélioration.
Cette gare est équipée de 2 défibrillateurs
Un défibrillateur situé à l'accueil dans le Hall des départs
Un défibrillateur situé à côté de la salle d'attente dans le Hall des arrivées";
